date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:34:06	1359617/1359617	---M--	200	added ('OK')	image/jpeg	etag:%22480ce73b0a3953c2806e22169ff9658a%22	https://assets.nicepagecdn.com/5a8def22/6228288/images/ELI_3727.jpg	D:/Armando/My%20Web%20Sites/armando/assets.nicepagecdn.com/5a8def22/6228288/images/ELI_3727.jpg	(from https://armando.nicepage.io/Home---Armando-Lattaruli.css)
23:34:06	6650/6650	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22acee1729fb9698fa33bf5b973f1b8677%22	https://armando.nicepage.io/Content/BundledScripts/	D:/Armando/My%20Web%20Sites/armando/armando.nicepage.io/Content/BundledScripts/index.html	(from http://capp.nicepage.com/d114f428bfaaeaa714a5b288adc02c82ccd03c41/nicepage.js)
23:34:06	5034/5034	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22f8b743d4c70f92952af16fb7d0e804ed%22	https://armando.nicepage.io/signature.png	D:/Armando/My%20Web%20Sites/armando/armando.nicepage.io/signature.d.delayed	(from http://capp.nicepage.com/d114f428bfaaeaa714a5b288adc02c82ccd03c41/nicepage.js)
23:34:06	6650/6650	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22acee1729fb9698fa33bf5b973f1b8677%22	https://armando.nicepage.io/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/	D:/Armando/My%20Web%20Sites/armando/armando.nicepage.io/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/index.html	(from http://capp.nicepage.com/d114f428bfaaeaa714a5b288adc02c82ccd03c41/nicepage.js)
23:34:07	3692/3692	---M-Z	200	added ('OK')	text/css	etag:W/%2236a1944343ceb7f417f2a2137765234e%22	https://armando.nicepage.io/Gallery---Armando-Lattaruli.css	D:/Armando/My%20Web%20Sites/armando/armando.nicepage.io/Gallery---Armando-Lattaruli.css	(from https://armando.nicepage.io/Gallery---Armando-Lattaruli.html)
23:34:07	139503/139503	---M--	200	added ('OK')	image/jpeg	etag:%22e596d43d6c4cb99468996508f5c03170%22	https://assets.nicepagecdn.com/5a8def22/6228288/images/01e461f31f425b05b9d8ecd403c58e08d52a51fd8da0198c42d156bd189c1e54b66b1e9b43f8e70fe885dcbf40f06aeae949814f3ff74ca3baee85_1280.jpg	D:/Armando/My%20Web%20Sites/armando/assets.nicepagecdn.com/5a8def22/6228288/images/01e461f31f425b05b9d8ecd403c58e08d52a51fd8da0198c42d156bd189c1e54b66b1e9b43f8e70fe885dcbf40f06aeae949814f3ff74ca3baee85_1280.jpg	(from https://armando.nicepage.io/Gallery---Armando-Lattaruli.html)
23:34:08	123474/123474	---M--	200	added ('OK')	image/jpeg	etag:%22aa692ab06ea3cfb9af72579c3f3f3952%22	https://assets.nicepagecdn.com/5a8def22/6228288/images/ae38aabf5ef6bb12c76ac4011c6db2ad38ee0a9d782b8c11bfabcf2e1b0b27f4389c349c39342621679261b63e3e399ecce065568895dc8e8f1030_1280.jpg	D:/Armando/My%20Web%20Sites/armando/assets.nicepagecdn.com/5a8def22/6228288/images/ae38aabf5ef6bb12c76ac4011c6db2ad38ee0a9d782b8c11bfabcf2e1b0b27f4389c349c39342621679261b63e3e399ecce065568895dc8e8f1030_1280.jpg	(from https://armando.nicepage.io/Gallery---Armando-Lattaruli.html)
23:34:08	204501/204501	---M--	200	added ('OK')	image/jpeg	etag:%2239df7cdb3049c1199c8e41bb7b637e7b%22	https://assets.nicepagecdn.com/5a8def22/6228288/images/45ea33aa58953a1b58bd25d7190da0dfc7964b445a9bf0f32693f6b8d45153e47a427ceb9ef9ea9d008e6538d2542b8d03fe01b39f00651a7de6f8_1280.jpg	D:/Armando/My%20Web%20Sites/armando/assets.nicepagecdn.com/5a8def22/6228288/images/45ea33aa58953a1b58bd25d7190da0dfc7964b445a9bf0f32693f6b8d45153e47a427ceb9ef9ea9d008e6538d2542b8d03fe01b39f00651a7de6f8_1280.jpg	(from https://armando.nicepage.io/Gallery---Armando-Lattaruli.html)
23:34:08	156011/156011	---M--	200	added ('OK')	image/jpeg	etag:%22b39be95b08cc47b493daadc0f8ca8343%22	https://assets.nicepagecdn.com/5a8def22/6228288/images/dca8711ad3f3668a4efc07cc4f1ff6276d4034003493b6cdb78ca8f4e69ccecd2bede9697fc408f84f649fa2b39df6a86a7a1837a52d50d02437c1_1280.jpg	D:/Armando/My%20Web%20Sites/armando/assets.nicepagecdn.com/5a8def22/6228288/images/dca8711ad3f3668a4efc07cc4f1ff6276d4034003493b6cdb78ca8f4e69ccecd2bede9697fc408f84f649fa2b39df6a86a7a1837a52d50d02437c1_1280.jpg	(from https://armando.nicepage.io/Gallery---Armando-Lattaruli.html)
23:34:08	35/35	---MC-	400	error ('Bad%20Request')	text/html	date:Fri,%2019%20Apr%202024%2021:34:09%20GMT	https://pixabay.com/get/g435e4b3dc959ee131be21ba67e7d8d5eb9b34211ca0f94da292b974ab8ddfd6b7384375ee59e2bd55d30e67a904d3e66a14273b858cb3f6f4939b58c8624f239_1280.jpg	D:/Armando/My%20Web%20Sites/armando/pixabay.com/get/g435e4b3dc959ee131be21ba67e7d8d5eb9b34211ca0f94da292b974ab8ddfd6b7384375ee59e2bd55d30e67a904d3e66a14273b858cb3f6f4939b58c8624f239_1280.13.delayed	(from https://armando.nicepage.io/Gallery---Armando-Lattaruli.html)
23:34:09	35/35	---MC-	400	error ('Bad%20Request')	text/html	date:Fri,%2019%20Apr%202024%2021:34:09%20GMT	https://pixabay.com/get/gc78271a1bea0f24d7d3b59e3e9eaab7e7e91399d18baa416f8ede7afa875fc60dbb6db0e50652dcb1239e2509cd6a165a8b3ee97402fa8b38b7e98447a25fedc_1280.jpg	D:/Armando/My%20Web%20Sites/armando/pixabay.com/get/gc78271a1bea0f24d7d3b59e3e9eaab7e7e91399d18baa416f8ede7afa875fc60dbb6db0e50652dcb1239e2509cd6a165a8b3ee97402fa8b38b7e98447a25fedc_1280.jpg	(from https://armando.nicepage.io/Gallery---Armando-Lattaruli.html)
