date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:47:55	11133/11133	---M-Z	200	added ('OK')	text/html	etag:W/%228825a7d4bae3bc53664fe3ff6d514871%22	https://armando.nicepage.io/Gallery---Armando-Lattaruli.html	D:/repoUni/armandolattaruli.github.io/a/armando.nicepage.io/Gallery---Armando-Lattaruli.html	(from https://armando.nicepage.io/?version=b141e1c4-95ac-45b3-88de-b253ddbb6432)
09:47:55	1745/1745	---M--	200	added ('OK')	image/png	etag:%22b46047b1136eb0722f56bceb4cd2062e%22	https://assets.nicepagecdn.com/5a8def22/6228288/images/35df96e4.png	D:/repoUni/armandolattaruli.github.io/a/assets.nicepagecdn.com/5a8def22/6228288/images/35df96e4.png	(from https://armando.nicepage.io/?version=b141e1c4-95ac-45b3-88de-b253ddbb6432)
09:47:55	5319/5319	---M--	200	added ('OK')	image/png	etag:%229b1ceae0aa31486938531880614681a3%22	https://assets.nicepagecdn.com/5a8def22/6228288/images/270798.png	D:/repoUni/armandolattaruli.github.io/a/assets.nicepagecdn.com/5a8def22/6228288/images/270798.png	(from https://armando.nicepage.io/?version=b141e1c4-95ac-45b3-88de-b253ddbb6432)
09:47:55	7247/7247	---M--	200	added ('OK')	image/png	etag:%22923e0b56889f352cd1013ead94149280%22	https://assets.nicepagecdn.com/5a8def22/6228288/images/3955024.png	D:/repoUni/armandolattaruli.github.io/a/assets.nicepagecdn.com/5a8def22/6228288/images/3955024.png	(from https://armando.nicepage.io/?version=b141e1c4-95ac-45b3-88de-b253ddbb6432)
09:47:57	147841/147841	---M--	200	added ('OK')	image/jpeg	etag:%221f1cf29eade83129df98b710ca34b945%22	https://assets.nicepagecdn.com/5a8def22/6228288/images/86f2c9630725a02dd8c7fc2c88e3c4636075b09c788f804c9ce33c6eb6fa8e95c0d04562a753028c04a435d950658be003dafdab7e9e8daf13608b_1280.jpg	D:/repoUni/armandolattaruli.github.io/a/assets.nicepagecdn.com/5a8def22/6228288/images/86f2c9630725a02dd8c7fc2c88e3c4636075b09c788f804c9ce33c6eb6fa8e95c0d04562a753028c04a435d950658be003dafdab7e9e8daf13608b_1280.jpg	(from https://armando.nicepage.io/Home---Armando-Lattaruli.css)
09:47:57	3152690/3152690	---M--	200	added ('OK')	image/png	etag:%228952384d0e16dd2ccf4d5867ed4a485a%22	https://assets.nicepagecdn.com/5a8def22/6228288/images/3.png	D:/repoUni/armandolattaruli.github.io/a/assets.nicepagecdn.com/5a8def22/6228288/images/3.png	(from https://armando.nicepage.io/Home---Armando-Lattaruli.css)
09:47:57	5034/5034	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22f8b743d4c70f92952af16fb7d0e804ed%22	https://armando.nicepage.io/signature.png	D:/repoUni/armandolattaruli.github.io/a/armando.nicepage.io/signature.png	(from http://capp.nicepage.com/9d3ddad56eacc61e73ae5a9dec5b756d2967e68b/nicepage.js)
09:47:58	6613/6613	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22b78e3c38381dbab08028ddf20fdb3eb3%22	https://armando.nicepage.io/Content/BundledScripts/	D:/repoUni/armandolattaruli.github.io/a/armando.nicepage.io/Content/BundledScripts/index.html	(from http://capp.nicepage.com/9d3ddad56eacc61e73ae5a9dec5b756d2967e68b/nicepage.js)
09:47:58	1359617/1359617	---M--	200	added ('OK')	image/jpeg	etag:%22480ce73b0a3953c2806e22169ff9658a%22	https://assets.nicepagecdn.com/5a8def22/6228288/images/ELI_3727.jpg	D:/repoUni/armandolattaruli.github.io/a/assets.nicepagecdn.com/5a8def22/6228288/images/ELI_3727.jpg	(from https://armando.nicepage.io/Home---Armando-Lattaruli.css)
09:47:58	6613/6613	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22b78e3c38381dbab08028ddf20fdb3eb3%22	https://armando.nicepage.io/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/	D:/repoUni/armandolattaruli.github.io/a/armando.nicepage.io/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/index.html	(from http://capp.nicepage.com/9d3ddad56eacc61e73ae5a9dec5b756d2967e68b/nicepage.js)
09:47:58	3035/3035	---M-Z	200	added ('OK')	text/css	etag:W/%22989eb6c6ca2059bde2a061eaa6a74e38%22	https://armando.nicepage.io/Gallery---Armando-Lattaruli.css	D:/repoUni/armandolattaruli.github.io/a/armando.nicepage.io/Gallery---Armando-Lattaruli.css	(from https://armando.nicepage.io/Gallery---Armando-Lattaruli.html)
09:47:59	139503/139503	---M--	200	added ('OK')	image/jpeg	etag:%22e596d43d6c4cb99468996508f5c03170%22	https://assets.nicepagecdn.com/5a8def22/6228288/images/01e461f31f425b05b9d8ecd403c58e08d52a51fd8da0198c42d156bd189c1e54b66b1e9b43f8e70fe885dcbf40f06aeae949814f3ff74ca3baee85_1280.jpg	D:/repoUni/armandolattaruli.github.io/a/assets.nicepagecdn.com/5a8def22/6228288/images/01e461f31f425b05b9d8ecd403c58e08d52a51fd8da0198c42d156bd189c1e54b66b1e9b43f8e70fe885dcbf40f06aeae949814f3ff74ca3baee85_1280.jpg	(from https://armando.nicepage.io/Gallery---Armando-Lattaruli.html)
09:48:00	123474/123474	---M--	200	added ('OK')	image/jpeg	etag:%22aa692ab06ea3cfb9af72579c3f3f3952%22	https://assets.nicepagecdn.com/5a8def22/6228288/images/ae38aabf5ef6bb12c76ac4011c6db2ad38ee0a9d782b8c11bfabcf2e1b0b27f4389c349c39342621679261b63e3e399ecce065568895dc8e8f1030_1280.jpg	D:/repoUni/armandolattaruli.github.io/a/assets.nicepagecdn.com/5a8def22/6228288/images/ae38aabf5ef6bb12c76ac4011c6db2ad38ee0a9d782b8c11bfabcf2e1b0b27f4389c349c39342621679261b63e3e399ecce065568895dc8e8f1030_1280.jpg	(from https://armando.nicepage.io/Gallery---Armando-Lattaruli.html)
09:48:01	204501/204501	---M--	200	added ('OK')	image/jpeg	etag:%2239df7cdb3049c1199c8e41bb7b637e7b%22	https://assets.nicepagecdn.com/5a8def22/6228288/images/45ea33aa58953a1b58bd25d7190da0dfc7964b445a9bf0f32693f6b8d45153e47a427ceb9ef9ea9d008e6538d2542b8d03fe01b39f00651a7de6f8_1280.jpg	D:/repoUni/armandolattaruli.github.io/a/assets.nicepagecdn.com/5a8def22/6228288/images/45ea33aa58953a1b58bd25d7190da0dfc7964b445a9bf0f32693f6b8d45153e47a427ceb9ef9ea9d008e6538d2542b8d03fe01b39f00651a7de6f8_1280.jpg	(from https://armando.nicepage.io/Gallery---Armando-Lattaruli.html)
09:48:01	156011/156011	---M--	200	added ('OK')	image/jpeg	etag:%22b39be95b08cc47b493daadc0f8ca8343%22	https://assets.nicepagecdn.com/5a8def22/6228288/images/dca8711ad3f3668a4efc07cc4f1ff6276d4034003493b6cdb78ca8f4e69ccecd2bede9697fc408f84f649fa2b39df6a86a7a1837a52d50d02437c1_1280.jpg	D:/repoUni/armandolattaruli.github.io/a/assets.nicepagecdn.com/5a8def22/6228288/images/dca8711ad3f3668a4efc07cc4f1ff6276d4034003493b6cdb78ca8f4e69ccecd2bede9697fc408f84f649fa2b39df6a86a7a1837a52d50d02437c1_1280.jpg	(from https://armando.nicepage.io/Gallery---Armando-Lattaruli.html)
09:48:01	35/35	---MC-	400	error ('Bad%20Request')	text/html	date:Mon,%2008%20Apr%202024%2007:48:14%20GMT	https://pixabay.com/get/g435e4b3dc959ee131be21ba67e7d8d5eb9b34211ca0f94da292b974ab8ddfd6b7384375ee59e2bd55d30e67a904d3e66a14273b858cb3f6f4939b58c8624f239_1280.jpg	D:/repoUni/armandolattaruli.github.io/a/pixabay.com/get/g435e4b3dc959ee131be21ba67e7d8d5eb9b34211ca0f94da292b974ab8ddfd6b7384375ee59e2bd55d30e67a904d3e66a14273b858cb3f6f4939b58c8624f239_1280.14.delayed	(from https://armando.nicepage.io/Gallery---Armando-Lattaruli.html)
09:48:02	35/35	---MC-	400	error ('Bad%20Request')	text/html	date:Mon,%2008%20Apr%202024%2007:48:14%20GMT	https://pixabay.com/get/gc78271a1bea0f24d7d3b59e3e9eaab7e7e91399d18baa416f8ede7afa875fc60dbb6db0e50652dcb1239e2509cd6a165a8b3ee97402fa8b38b7e98447a25fedc_1280.jpg	D:/repoUni/armandolattaruli.github.io/a/pixabay.com/get/gc78271a1bea0f24d7d3b59e3e9eaab7e7e91399d18baa416f8ede7afa875fc60dbb6db0e50652dcb1239e2509cd6a165a8b3ee97402fa8b38b7e98447a25fedc_1280.jpg	(from https://armando.nicepage.io/Gallery---Armando-Lattaruli.html)
